ano_eleicao,nr_turno,nr_turno_str,codigo_uf,sg_uf,nm_uf,regiao,cand_partido_1,cand_partido_2,candidato_1,candidato_2,partido_1,partido_2,situacao_1,situacao_2,votos_1,votos_2,votos_total,perc_1,perc_2,diferenca_pp,diferenca_absoluta,qtd_elei_2022,perc_elei_2022,perc_elei_2022_opacity,qtd_elei_2022_str,perc_elei_2022_str
2018,2,2º turno,24,RN,Rio Grande do Norte,Região Nordeste,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,Não eleito,Eleito,1.131.027 votos,652.562 votos,1.783.589 votos,"63,41","36,59","+26,82 p.p.", +478.465 votos,2.554.727,"1,63%",1.63,A UF tem 2.554.727 eleitores em 2022,"Isso equivale a 1,63% dos eleitores do Brasil"
2002,1,1º turno,11,RO,Rondônia,Região Norte,Lula (PT),José Serra (PSDB),Lula,José Serra,PT,PSDB,2º turno,2º turno,283.279 votos,128.000 votos,628.971 votos,"45,04","20,35","+24,69 p.p.", +155.279 votos,1.230.987,"0,79%",0.79,A UF tem 1.230.987 eleitores em 2022,"Isso equivale a 0,79% dos eleitores do Brasil"
2002,2,2º turno,11,RO,Rondônia,Região Norte,Lula (PT),José Serra (PSDB),Lula,José Serra,PT,PSDB,Eleito,Não eleito,334.264 votos,267.320 votos,601.584 votos,"55,56","44,44","+11,12 p.p.", +66.944 votos,1.230.987,"0,79%",0.79,A UF tem 1.230.987 eleitores em 2022,"Isso equivale a 0,79% dos eleitores do Brasil"
2006,1,1º turno,11,RO,Rondônia,Região Norte,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,2º turno,2º turno,329.598 votos,344.096 votos,731.420 votos,"45,06","47,04","-1,98 p.p.",-14.498 votos,1.230.987,"0,79%",0.79,A UF tem 1.230.987 eleitores em 2022,"Isso equivale a 0,79% dos eleitores do Brasil"
2006,2,2º turno,11,RO,Rondônia,Região Norte,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,Eleito,Não eleito,397.327 votos,320.806 votos,718.133 votos,"55,33","44,67","+10,66 p.p.", +76.521 votos,1.230.987,"0,79%",0.79,A UF tem 1.230.987 eleitores em 2022,"Isso equivale a 0,79% dos eleitores do Brasil"
2010,1,1º turno,11,RO,Rondônia,Região Norte,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,321.712 votos,358.435 votos,789.664 votos,"40,74","45,39","-4,65 p.p.",-36.723 votos,1.230.987,"0,79%",0.79,A UF tem 1.230.987 eleitores em 2022,"Isso equivale a 0,79% dos eleitores do Brasil"
2010,2,2º turno,11,RO,Rondônia,Região Norte,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,347.138 votos,385.735 votos,732.873 votos,"47,37","52,63","-5,26 p.p.",-38.597 votos,1.230.987,"0,79%",0.79,A UF tem 1.230.987 eleitores em 2022,"Isso equivale a 0,79% dos eleitores do Brasil"
2014,1,1º turno,11,RO,Rondônia,Região Norte,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,2º turno,2º turno,345.305 votos,371.937 votos,828.232 votos,"41,69","44,91","-3,22 p.p.",-26.632 votos,1.230.987,"0,79%",0.79,A UF tem 1.230.987 eleitores em 2022,"Isso equivale a 0,79% dos eleitores do Brasil"
2014,2,2º turno,11,RO,Rondônia,Região Norte,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,Eleito,Não eleito,364.213 votos,442.698 votos,806.911 votos,"45,14","54,86","-9,72 p.p.",-78.485 votos,1.230.987,"0,79%",0.79,A UF tem 1.230.987 eleitores em 2022,"Isso equivale a 0,79% dos eleitores do Brasil"
2018,1,1º turno,11,RO,Rondônia,Região Norte,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,2º turno,2º turno,176.107 votos,538.311 votos,864.901 votos,"20,36","62,24","-41,88 p.p.",-362.204 votos,1.230.987,"0,79%",0.79,A UF tem 1.230.987 eleitores em 2022,"Isso equivale a 0,79% dos eleitores do Brasil"
2018,2,2º turno,11,RO,Rondônia,Região Norte,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,Não eleito,Eleito,229.343 votos,594.968 votos,824.311 votos,"27,82","72,18","-44,36 p.p.",-365.625 votos,1.230.987,"0,79%",0.79,A UF tem 1.230.987 eleitores em 2022,"Isso equivale a 0,79% dos eleitores do Brasil"
2002,2,2º turno,14,RR,Roraima,Região Norte,Lula (PT),José Serra (PSDB),Lula,José Serra,PT,PSDB,Eleito,Não eleito,104.087 votos,54.692 votos,158.779 votos,"65,55","34,45","+31,1 p.p.", +49.395 votos,366.24,"0,23%",0.23,A UF tem 366.240 eleitores em 2022,"Isso equivale a 0,23% dos eleitores do Brasil"
2002,1,1º turno,14,RR,Roraima,Região Norte,Lula (PT),José Serra (PSDB),Lula,José Serra,PT,PSDB,2º turno,2º turno,71.952 votos,19.195 votos,160.017 votos,"44,97",12,"+32,97 p.p.", +52.757 votos,366.24,"0,23%",0.23,A UF tem 366.240 eleitores em 2022,"Isso equivale a 0,23% dos eleitores do Brasil"
2006,2,2º turno,14,RR,Roraima,Região Norte,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,Eleito,Não eleito,66.932 votos,106.890 votos,173.822 votos,"38,51","61,49","-22,98 p.p.",-39.958 votos,366.24,"0,23%",0.23,A UF tem 366.240 eleitores em 2022,"Isso equivale a 0,23% dos eleitores do Brasil"
2006,1,1º turno,14,RR,Roraima,Região Norte,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,2º turno,2º turno,49.433 votos,112.908 votos,189.022 votos,"26,15","59,73","-33,58 p.p.",-63.475 votos,366.24,"0,23%",0.23,A UF tem 366.240 eleitores em 2022,"Isso equivale a 0,23% dos eleitores do Brasil"
2010,1,1º turno,14,RR,Roraima,Região Norte,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,63.927 votos,113.601 votos,222.621 votos,"28,72","51,03","-22,31 p.p.",-49.674 votos,366.24,"0,23%",0.23,A UF tem 366.240 eleitores em 2022,"Isso equivale a 0,23% dos eleitores do Brasil"
2010,2,2º turno,14,RR,Roraima,Região Norte,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,71.280 votos,141.896 votos,213.176 votos,"33,44","66,56","-33,12 p.p.",-70.616 votos,366.24,"0,23%",0.23,A UF tem 366.240 eleitores em 2022,"Isso equivale a 0,23% dos eleitores do Brasil"
2014,1,1º turno,14,RR,Roraima,Região Norte,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,2º turno,2º turno,82.942 votos,109.070 votos,250.016 votos,"33,17","43,63","-10,46 p.p.",-26.128 votos,366.24,"0,23%",0.23,A UF tem 366.240 eleitores em 2022,"Isso equivale a 0,23% dos eleitores do Brasil"
2014,2,2º turno,14,RR,Roraima,Região Norte,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,Eleito,Não eleito,97.425 votos,139.752 votos,237.177 votos,"41,08","58,92","-17,84 p.p.",-42.327 votos,366.24,"0,23%",0.23,A UF tem 366.240 eleitores em 2022,"Isso equivale a 0,23% dos eleitores do Brasil"
2018,2,2º turno,14,RR,Roraima,Região Norte,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,Não eleito,Eleito,72.872 votos,183.268 votos,256.140 votos,"28,45","71,55","-43,1 p.p.",-110.396 votos,366.24,"0,23%",0.23,A UF tem 366.240 eleitores em 2022,"Isso equivale a 0,23% dos eleitores do Brasil"
2018,1,1º turno,14,RR,Roraima,Região Norte,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,2º turno,2º turno,49.406 votos,174.306 votos,276.788 votos,"17,85","62,97","-45,12 p.p.",-124.900 votos,366.24,"0,23%",0.23,A UF tem 366.240 eleitores em 2022,"Isso equivale a 0,23% dos eleitores do Brasil"
2002,2,2º turno,43,RS,Rio Grande do Sul,Região Sul,Lula (PT),José Serra (PSDB),Lula,José Serra,PT,PSDB,Eleito,Não eleito,3.297.354 votos,2.608.109 votos,5.905.463 votos,"55,84","44,16","+11,68 p.p.", +689.245 votos,8.593.469,"5,49%",5.49,A UF tem 8.593.469 eleitores em 2022,"Isso equivale a 5,49% dos eleitores do Brasil"
2002,1,1º turno,43,RS,Rio Grande do Sul,Região Sul,Lula (PT),José Serra (PSDB),Lula,José Serra,PT,PSDB,2º turno,2º turno,2.667.451 votos,1.913.186 votos,5.903.760 votos,"45,18","32,41","+12,77 p.p.", +754.265 votos,8.593.469,"5,49%",5.49,A UF tem 8.593.469 eleitores em 2022,"Isso equivale a 5,49% dos eleitores do Brasil"
2006,1,1º turno,43,RS,Rio Grande do Sul,Região Sul,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,2º turno,2º turno,2.052.656 votos,3.460.730 votos,6.206.741 votos,"33,07","55,76","-22,69 p.p.",-1.408.074 votos,8.593.469,"5,49%",5.49,A UF tem 8.593.469 eleitores em 2022,"Isso equivale a 5,49% dos eleitores do Brasil"
2006,2,2º turno,43,RS,Rio Grande do Sul,Região Sul,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,Eleito,Não eleito,2.811.658 votos,3.485.916 votos,6.297.574 votos,"44,65","55,35","-10,7 p.p.",-674.258 votos,8.593.469,"5,49%",5.49,A UF tem 8.593.469 eleitores em 2022,"Isso equivale a 5,49% dos eleitores do Brasil"
2010,2,2º turno,43,RS,Rio Grande do Sul,Região Sul,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,3.117.761 votos,3.237.207 votos,6.354.968 votos,"49,06","50,94","-1,88 p.p.",-119.446 votos,8.593.469,"5,49%",5.49,A UF tem 8.593.469 eleitores em 2022,"Isso equivale a 5,49% dos eleitores do Brasil"
2010,1,1º turno,43,RS,Rio Grande do Sul,Região Sul,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,3.007.263 votos,2.600.389 votos,6.405.761 votos,"46,95","40,59","+6,36 p.p.", +406.874 votos,8.593.469,"5,49%",5.49,A UF tem 8.593.469 eleitores em 2022,"Isso equivale a 5,49% dos eleitores do Brasil"
2014,2,2º turno,43,RS,Rio Grande do Sul,Região Sul,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,Eleito,Não eleito,2.998.545 votos,3.455.214 votos,6.453.759 votos,"46,46","53,54","-7,08 p.p.",-456.669 votos,8.593.469,"5,49%",5.49,A UF tem 8.593.469 eleitores em 2022,"Isso equivale a 5,49% dos eleitores do Brasil"
2014,1,1º turno,43,RS,Rio Grande do Sul,Região Sul,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,2º turno,2º turno,2.752.075 votos,2.639.647 votos,6.371.774 votos,"43,19","41,43","+1,76 p.p.", +112.428 votos,8.593.469,"5,49%",5.49,A UF tem 8.593.469 eleitores em 2022,"Isso equivale a 5,49% dos eleitores do Brasil"
2018,2,2º turno,43,RS,Rio Grande do Sul,Região Sul,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,Não eleito,Eleito,2.263.171 votos,3.893.737 votos,6.156.908 votos,"36,76","63,24","-26,48 p.p.",-1.630.566 votos,8.593.469,"5,49%",5.49,A UF tem 8.593.469 eleitores em 2022,"Isso equivale a 5,49% dos eleitores do Brasil"
2018,1,1º turno,43,RS,Rio Grande do Sul,Região Sul,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,2º turno,2º turno,1.453.291 votos,3.353.623 votos,6.372.436 votos,"22,81","52,63","-29,82 p.p.",-1.900.332 votos,8.593.469,"5,49%",5.49,A UF tem 8.593.469 eleitores em 2022,"Isso equivale a 5,49% dos eleitores do Brasil"
2002,1,1º turno,42,SC,Santa Catarina,Região Sul,Lula (PT),José Serra (PSDB),Lula,José Serra,PT,PSDB,2º turno,2º turno,1.719.739 votos,707.239 votos,3.038.457 votos,"56,6","23,28","+33,32 p.p.", +1.012.500 votos,5.489.658,"3,51%",3.51,A UF tem 5.489.658 eleitores em 2022,"Isso equivale a 3,51% dos eleitores do Brasil"
2002,2,2º turno,42,SC,Santa Catarina,Região Sul,Lula (PT),José Serra (PSDB),Lula,José Serra,PT,PSDB,Eleito,Não eleito,1.914.684 votos,1.070.502 votos,2.985.186 votos,"64,14","35,86","+28,28 p.p.", +844.182 votos,5.489.658,"3,51%",3.51,A UF tem 5.489.658 eleitores em 2022,"Isso equivale a 3,51% dos eleitores do Brasil"
2006,2,2º turno,42,SC,Santa Catarina,Região Sul,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,Eleito,Não eleito,1.481.344 votos,1.776.776 votos,3.258.120 votos,"45,47","54,53","-9,06 p.p.",-295.432 votos,5.489.658,"3,51%",3.51,A UF tem 5.489.658 eleitores em 2022,"Isso equivale a 3,51% dos eleitores do Brasil"
2006,1,1º turno,42,SC,Santa Catarina,Região Sul,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,2º turno,2º turno,1.108.851 votos,1.889.277 votos,3.337.622 votos,"33,22","56,61","-23,39 p.p.",-780.426 votos,5.489.658,"3,51%",3.51,A UF tem 5.489.658 eleitores em 2022,"Isso equivale a 3,51% dos eleitores do Brasil"
2010,1,1º turno,42,SC,Santa Catarina,Região Sul,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,1.402.566 votos,1.658.161 votos,3.623.129 votos,"38,71","45,77","-7,06 p.p.",-255.595 votos,5.489.658,"3,51%",3.51,A UF tem 5.489.658 eleitores em 2022,"Isso equivale a 3,51% dos eleitores do Brasil"
2010,2,2º turno,42,SC,Santa Catarina,Região Sul,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,1.556.226 votos,2.030.135 votos,3.586.361 votos,"43,39","56,61","-13,22 p.p.",-473.909 votos,5.489.658,"3,51%",3.51,A UF tem 5.489.658 eleitores em 2022,"Isso equivale a 3,51% dos eleitores do Brasil"
2014,2,2º turno,42,SC,Santa Catarina,Região Sul,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,Eleito,Não eleito,1.354.775 votos,2.472.142 votos,3.826.917 votos,"35,4","64,6","-29,2 p.p.",-1.117.367 votos,5.489.658,"3,51%",3.51,A UF tem 5.489.658 eleitores em 2022,"Isso equivale a 3,51% dos eleitores do Brasil"
2014,1,1º turno,42,SC,Santa Catarina,Região Sul,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,2º turno,2º turno,1.141.102 votos,1.963.772 votos,3.712.293 votos,"30,74","52,9","-22,16 p.p.",-822.670 votos,5.489.658,"3,51%",3.51,A UF tem 5.489.658 eleitores em 2022,"Isso equivale a 3,51% dos eleitores do Brasil"
2018,1,1º turno,42,SC,Santa Catarina,Região Sul,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,2º turno,2º turno,598.578 votos,2.603.665 votos,3.955.783 votos,"15,13","65,82","-50,69 p.p.",-2.005.087 votos,5.489.658,"3,51%",3.51,A UF tem 5.489.658 eleitores em 2022,"Isso equivale a 3,51% dos eleitores do Brasil"
2018,2,2º turno,42,SC,Santa Catarina,Região Sul,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,Não eleito,Eleito,940.724 votos,2.966.242 votos,3.906.966 votos,"24,08","75,92","-51,84 p.p.",-2.025.518 votos,5.489.658,"3,51%",3.51,A UF tem 5.489.658 eleitores em 2022,"Isso equivale a 3,51% dos eleitores do Brasil"
2002,2,2º turno,28,SE,Sergipe,Região Nordeste,Lula (PT),José Serra (PSDB),Lula,José Serra,PT,PSDB,Eleito,Não eleito,490.989 votos,362.923 votos,853.912 votos,"57,5","42,5",+15 p.p., +128.066 votos,1.671.801,"1,07%",1.07,A UF tem 1.671.801 eleitores em 2022,"Isso equivale a 1,07% dos eleitores do Brasil"
2002,1,1º turno,28,SE,Sergipe,Região Nordeste,Lula (PT),José Serra (PSDB),Lula,José Serra,PT,PSDB,2º turno,2º turno,357.557 votos,160.348 votos,807.631 votos,"44,27","19,85","+24,42 p.p.", +197.209 votos,1.671.801,"1,07%",1.07,A UF tem 1.671.801 eleitores em 2022,"Isso equivale a 1,07% dos eleitores do Brasil"
2006,2,2º turno,28,SE,Sergipe,Região Nordeste,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,Eleito,Não eleito,611.337 votos,404.897 votos,1.016.234 votos,"60,16","39,84","+20,32 p.p.", +206.440 votos,1.671.801,"1,07%",1.07,A UF tem 1.671.801 eleitores em 2022,"Isso equivale a 1,07% dos eleitores do Brasil"
2006,1,1º turno,28,SE,Sergipe,Região Nordeste,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,2º turno,2º turno,476.399 votos,446.454 votos,1.006.465 votos,"47,33","44,36","+2,97 p.p.", +29.945 votos,1.671.801,"1,07%",1.07,A UF tem 1.671.801 eleitores em 2022,"Isso equivale a 1,07% dos eleitores do Brasil"
2010,1,1º turno,28,SE,Sergipe,Região Nordeste,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,506.802 votos,404.584 votos,1.063.254 votos,"47,67","38,05","+9,62 p.p.", +102.218 votos,1.671.801,"1,07%",1.07,A UF tem 1.671.801 eleitores em 2022,"Isso equivale a 1,07% dos eleitores do Brasil"
2010,2,2º turno,28,SE,Sergipe,Região Nordeste,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,568.862 votos,493.280 votos,1.062.142 votos,"53,56","46,44","+7,12 p.p.", +75.582 votos,1.671.801,"1,07%",1.07,A UF tem 1.671.801 eleitores em 2022,"Isso equivale a 1,07% dos eleitores do Brasil"
2014,1,1º turno,28,SE,Sergipe,Região Nordeste,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,2º turno,2º turno,601.740 votos,248.756 votos,1.095.939 votos,"54,91","22,7","+32,21 p.p.", +352.984 votos,1.671.801,"1,07%",1.07,A UF tem 1.671.801 eleitores em 2022,"Isso equivale a 1,07% dos eleitores do Brasil"
2014,2,2º turno,28,SE,Sergipe,Região Nordeste,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,Eleito,Não eleito,772.482 votos,380.654 votos,1.153.136 votos,"66,99","33,01","+33,98 p.p.", +391.828 votos,1.671.801,"1,07%",1.07,A UF tem 1.671.801 eleitores em 2022,"Isso equivale a 1,07% dos eleitores do Brasil"
2018,1,1º turno,28,SE,Sergipe,Região Nordeste,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,2º turno,2º turno,571.234 votos,310.310 votos,1.140.380 votos,"50,09","27,21","+22,88 p.p.", +260.924 votos,1.671.801,"1,07%",1.07,A UF tem 1.671.801 eleitores em 2022,"Isso equivale a 1,07% dos eleitores do Brasil"
2018,2,2º turno,28,SE,Sergipe,Região Nordeste,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,Não eleito,Eleito,759.061 votos,364.860 votos,1.123.921 votos,"67,54","32,46","+35,08 p.p.", +394.201 votos,1.671.801,"1,07%",1.07,A UF tem 1.671.801 eleitores em 2022,"Isso equivale a 1,07% dos eleitores do Brasil"
2002,2,2º turno,35,SP,São Paulo,Região Sudeste,Lula (PT),José Serra (PSDB),Lula,José Serra,PT,PSDB,Eleito,Não eleito,11.264.282 votos,9.073.187 votos,20.337.469 votos,"55,39","44,61","+10,78 p.p.", +2.191.095 votos,34.667.793,"22,16%",22.16,A UF tem 34.667.793 eleitores em 2022,"Isso equivale a 22,16% dos eleitores do Brasil"
2002,1,1º turno,35,SP,São Paulo,Região Sudeste,Lula (PT),José Serra (PSDB),Lula,José Serra,PT,PSDB,2º turno,2º turno,9.106.914 votos,5.633.365 votos,19.749.403 votos,"46,11","28,52","+17,59 p.p.", +3.473.549 votos,34.667.793,"22,16%",22.16,A UF tem 34.667.793 eleitores em 2022,"Isso equivale a 22,16% dos eleitores do Brasil"
2006,2,2º turno,35,SP,São Paulo,Região Sudeste,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,Eleito,Não eleito,10.684.776 votos,11.696.938 votos,22.381.714 votos,"47,74","52,26","-4,52 p.p.",-1.012.162 votos,34.667.793,"22,16%",22.16,A UF tem 34.667.793 eleitores em 2022,"Isso equivale a 22,16% dos eleitores do Brasil"
2006,1,1º turno,35,SP,São Paulo,Região Sudeste,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,2º turno,2º turno,8.091.867 votos,11.927.802 votos,22.009.043 votos,"36,77","54,2","-17,43 p.p.",-3.835.935 votos,34.667.793,"22,16%",22.16,A UF tem 34.667.793 eleitores em 2022,"Isso equivale a 22,16% dos eleitores do Brasil"
2010,2,2º turno,35,SP,São Paulo,Região Sudeste,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,10.462.447 votos,12.308.483 votos,22.770.930 votos,"45,95","54,05","-8,1 p.p.",-1.846.036 votos,34.667.793,"22,16%",22.16,A UF tem 34.667.793 eleitores em 2022,"Isso equivale a 22,16% dos eleitores do Brasil"
2010,1,1º turno,35,SP,São Paulo,Região Sudeste,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,8.740.949 votos,9.524.050 votos,23.426.299 votos,"37,31","40,66","-3,35 p.p.",-783.101 votos,34.667.793,"22,16%",22.16,A UF tem 34.667.793 eleitores em 2022,"Isso equivale a 22,16% dos eleitores do Brasil"
2014,1,1º turno,35,SP,São Paulo,Região Sudeste,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,2º turno,2º turno,5.930.661 votos,10.165.921 votos,22.980.372 votos,"25,81","44,24","-18,43 p.p.",-4.235.260 votos,34.667.793,"22,16%",22.16,A UF tem 34.667.793 eleitores em 2022,"Isso equivale a 22,16% dos eleitores do Brasil"
2014,2,2º turno,35,SP,São Paulo,Região Sudeste,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,Eleito,Não eleito,8.492.620 votos,15.311.664 votos,23.804.284 votos,"35,68","64,32","-28,64 p.p.",-6.819.044 votos,34.667.793,"22,16%",22.16,A UF tem 34.667.793 eleitores em 2022,"Isso equivale a 22,16% dos eleitores do Brasil"
2018,2,2º turno,35,SP,São Paulo,Região Sudeste,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,Não eleito,Eleito,7.212.132 votos,15.306.023 votos,22.518.155 votos,"32,03","67,97","-35,94 p.p.",-8.093.891 votos,34.667.793,"22,16%",22.16,A UF tem 34.667.793 eleitores em 2022,"Isso equivale a 22,16% dos eleitores do Brasil"
2018,1,1º turno,35,SP,São Paulo,Região Sudeste,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,2º turno,2º turno,3.833.982 votos,12.378.012 votos,23.352.779 votos,"16,42",53,"-36,58 p.p.",-8.544.030 votos,34.667.793,"22,16%",22.16,A UF tem 34.667.793 eleitores em 2022,"Isso equivale a 22,16% dos eleitores do Brasil"
2002,2,2º turno,17,TO,Tocantins,Região Norte,Lula (PT),José Serra (PSDB),Lula,José Serra,PT,PSDB,Eleito,Não eleito,288.405 votos,245.349 votos,533.754 votos,"54,03","45,97","+8,06 p.p.", +43.056 votos,1.094.003,"0,70%",0.70,A UF tem 1.094.003 eleitores em 2022,"Isso equivale a 0,70% dos eleitores do Brasil"
2002,1,1º turno,17,TO,Tocantins,Região Norte,Lula (PT),José Serra (PSDB),Lula,José Serra,PT,PSDB,2º turno,2º turno,225.291 votos,177.547 votos,522.667 votos,"43,1","33,97","+9,13 p.p.", +47.744 votos,1.094.003,"0,70%",0.70,A UF tem 1.094.003 eleitores em 2022,"Isso equivale a 0,70% dos eleitores do Brasil"
2006,1,1º turno,17,TO,Tocantins,Região Norte,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,2º turno,2º turno,392.151 votos,249.544 votos,668.928 votos,"58,62","37,31","+21,31 p.p.", +142.607 votos,1.094.003,"0,70%",0.70,A UF tem 1.094.003 eleitores em 2022,"Isso equivale a 0,70% dos eleitores do Brasil"
2006,2,2º turno,17,TO,Tocantins,Região Norte,Lula (PT),Geraldo Alckmin (PSDB),Lula,Geraldo Alckmin,PT,PSDB,Eleito,Não eleito,447.849 votos,189.491 votos,637.340 votos,"70,27","29,73","+40,54 p.p.", +258.358 votos,1.094.003,"0,70%",0.70,A UF tem 1.094.003 eleitores em 2022,"Isso equivale a 0,70% dos eleitores do Brasil"
2010,2,2º turno,17,TO,Tocantins,Região Norte,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,391.279 votos,273.306 votos,664.585 votos,"58,88","41,12","+17,76 p.p.", +117.973 votos,1.094.003,"0,70%",0.70,A UF tem 1.094.003 eleitores em 2022,"Isso equivale a 0,70% dos eleitores do Brasil"
2010,1,1º turno,17,TO,Tocantins,Região Norte,Dilma (PT),José Serra (PSDB),Dilma,José Serra,PT,PSDB,2º turno,2º turno,362.383 votos,198.979 votos,710.864 votos,"50,98","27,99","+22,99 p.p.", +163.404 votos,1.094.003,"0,70%",0.70,A UF tem 1.094.003 eleitores em 2022,"Isso equivale a 0,70% dos eleitores do Brasil"
2014,2,2º turno,17,TO,Tocantins,Região Norte,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,Eleito,Não eleito,428.774 votos,292.176 votos,720.950 votos,"59,47","40,53","+18,94 p.p.", +136.598 votos,1.094.003,"0,70%",0.70,A UF tem 1.094.003 eleitores em 2022,"Isso equivale a 0,70% dos eleitores do Brasil"
2014,1,1º turno,17,TO,Tocantins,Região Norte,Dilma (PT),Aécio Neves (PSDB),Dilma,Aécio Neves,PT,PSDB,2º turno,2º turno,368.431 votos,203.183 votos,733.776 votos,"50,21","27,69","+22,52 p.p.", +165.248 votos,1.094.003,"0,70%",0.70,A UF tem 1.094.003 eleitores em 2022,"Isso equivale a 0,70% dos eleitores do Brasil"
2018,1,1º turno,17,TO,Tocantins,Região Norte,Fernando Haddad (PT),Jair Bolsonaro (PSL),Fernando Haddad,Jair Bolsonaro,PT,PSL,2º turno,2º turno,311.212 votos,337.782 votos,756.760 votos,"41,12","44,64","-3,52 p.p.",-26.570 votos,1.094.003,"0,70%",0.70,A UF tem 1.094.003 eleitores em 2022,"Isso equivale a 0,70% dos eleitores do Brasil"
